Date,UNRATE
2007-05-10,4.423596656178055
2007-05-11,4.42897564429067
2007-05-14,4.447578836980911
2007-05-15,4.454499016043912
2007-05-16,4.461727271881099
2007-05-17,4.469232716107103
2007-05-18,4.476984460336563
2007-05-21,4.5014086091920325
2007-05-22,4.50983666958167
2007-05-23,4.51835658804794
2007-05-24,4.526937476205483
2007-05-25,4.535548445668927
2007-05-28,4.561252958041034
2007-05-29,4.569675368874447
2007-05-30,4.57797341908694
2007-05-31,4.586116220293155
2007-06-01,4.594072884107717
2007-06-04,4.616565949274803
2007-06-05,4.623568206786554
2007-06-06,4.630314526728078
2007-06-07,4.636800169456475
2007-06-08,4.643020395328841
2007-06-11,4.660041175380703
2007-06-12,4.665152337399902
2007-06-13,4.669974384348553
2007-06-14,4.674502576583749
2007-06-15,4.678732174462591
2007-06-18,4.689582005531938
2007-06-19,4.692569829556317
2007-06-20,4.695235361009822
2007-06-21,4.69757386024955
2007-06-22,4.699580587632598
2007-06-25,4.703562742212622
2007-06-26,4.704194985739911
2007-06-27,4.704471759196005
2007-06-28,4.704388322937995
2007-06-29,4.70393993732298
2007-07-02,4.700357687906875
2007-07-03,4.698404965324607
2007-07-04,4.696090328918758
2007-07-05,4.6934423003689
2007-07-06,4.690489444839109
2007-07-09,4.680087568010918
2007-07-10,4.676201056202174
2007-07-11,4.672152543233889
2007-07-12,4.6679705942701375
2007-07-13,4.663683774474997
2007-07-16,4.650479741742023
2007-07-17,4.646059090262108
2007-07-18,4.641676393771193
2007-07-19,4.637360217433357
2007-07-20,4.633139126412676
2007-07-23,4.621332016894348
2007-07-24,4.617776918783069
2007-07-25,4.614459731809336
2007-07-26,4.611409021137224
2007-07-27,4.608653351930812
2007-07-30,4.602442244746555
2007-07-31,4.601152393043721
2007-08-01,4.600300408626977
2007-08-02,4.599914424434505
2007-08-03,4.6000018117058366
2007-08-06,4.602873769310917
2007-08-07,4.6046197076369575
2007-08-08,4.606719299122161
2007-08-09,4.609148149924724
2007-08-10,4.611881866202841
2007-08-13,4.621668269472469
2007-08-14,4.625377509234753
2007-08-15,4.629269645263569
2007-08-16,4.633320283717106
2007-08-17,4.637505030753562
2007-08-20,4.650619984942396
2007-08-21,4.655097227892479
2007-08-22,4.659586610216457
2007-08-23,4.664063738072522
2007-08-24,4.668504217618871
2007-08-27,4.681361827981569
2007-08-28,4.685411775871002
2007-08-29,4.689303106241696
2007-08-30,4.693011425251843
2007-08-31,4.696512339059637
2007-09-03,4.705562144606629
2007-09-04,4.708078023807992
2007-09-05,4.710351144759347
2007-09-06,4.712386672285135
2007-09-07,4.714189771209793
2007-09-10,4.718256144621409
2007-09-11,4.719181177385964
2007-09-12,4.719899605671594
2007-09-13,4.720416594302739
2007-09-14,4.720737308103841
2007-09-17,4.720573448771292
2007-09-18,4.720160711496624
2007-09-19,4.7195775235141175
2007-09-20,4.718829049648212
2007-09-21,4.717920454723345
2007-09-24,4.714285591839395
2007-09-25,4.712788160923098
2007-09-26,4.711156433070044
2007-09-27,4.709395573104674
2007-09-28,4.707510745851429
2007-10-01,4.701164108608846
2007-10-02,4.698835461187584
2007-10-03,4.69641891928176
2007-10-04,4.693939072549908
2007-10-05,4.6914209373289735
2007-10-08,4.683886964101095
2007-10-09,4.681465838293256
2007-10-10,4.679131505681051
2007-10-11,4.67690898260142
2007-10-12,4.674823285391309
2007-10-15,4.669637312347522
2007-10-16,4.668349081984919
2007-10-17,4.667322759176552
2007-10-18,4.666583360259364
2007-10-19,4.666155901570298
2007-10-22,4.6669953302412654
2007-10-23,4.668065795834121
2007-10-24,4.669573283339814
2007-10-25,4.671542809095289
2007-10-26,4.67399938943749
2007-10-29,4.684541621353875
2007-10-30,4.689196583412408
2007-10-31,4.694463681742384
2007-11-01,4.700367930380757
2007-11-02,4.706921200337812
2007-11-05,4.730116576937792
2007-11-06,4.738888942069017
2007-11-07,4.748112619010003
2007-11-08,4.757746222967241
2007-11-09,4.767748369147215
2007-11-12,4.799552213088454
2007-11-13,4.81061468022427
2007-11-14,4.821838765615259
2007-11-15,4.833183084467915
2007-11-16,4.844606251988727
2007-11-19,4.878934998624974
2007-11-20,4.890259712883286
2007-11-21,4.9014563518422
2007-11-22,4.912483530708192
2007-11-23,4.923299864687756
2007-11-26,4.954069949372759
2007-11-27,4.96362905587149
2007-11-28,4.972770393516237
2007-11-29,4.9814525775134815
2007-11-30,4.9896342230697135
2007-12-03,5.010800761942012
2007-12-04,5.016690925878961
2007-12-05,5.022015875858659
2007-12-06,5.02678844396081
2007-12-07,5.031021462265111
2007-12-10,5.040611539187925
2007-12-11,5.042814679097836
2007-12-12,5.044542429608402
2007-12-13,5.045807622799325
2007-12-14,5.046623090750304
2007-12-17,5.046499463960581
2007-12-18,5.045644351748793
2007-12-19,5.0444036746955625
2007-12-20,5.042790264880594
2007-12-21,5.040816954383584
2007-12-24,5.032865939597336
2007-12-25,5.029581347169181
2007-12-26,5.02600101445749
2007-12-27,5.022137773541965
2007-12-28,5.018004456502305
2007-12-31,5.0041123694355365
2008-01-01,4.999027090664113
2008-01-02,4.99374138404691
2008-01-03,4.988286104938674
2008-01-04,4.982693873399921
2008-01-07,4.965421664805637
2008-01-08,4.959607824149906
2008-01-09,4.953820131366206
2008-01-10,4.948091206515048
2008-01-11,4.942453669656939
2008-01-14,4.926415587646028
2008-01-15,4.92146980336523
2008-01-16,4.916778507380035
2008-01-17,4.9123743197509535
2008-01-18,4.908289860538494
2008-01-21,4.898281054005958
2008-01-22,4.895801709065093
2008-01-23,4.893805192843404
2008-01-24,4.8923241254014
2008-01-25,4.891391126799591
2008-01-28,4.892206744640433
2008-01-29,4.893792222004505
2008-01-30,4.896088868511323
2008-01-31,4.899129304221397
2008-02-01,4.902939697481595
2008-02-04,4.918581577983338
2008-02-05,4.925005383690823
2008-02-06,4.931937136918192
2008-02-07,4.9393186525153085
2008-02-08,4.947091745332033
2008-02-11,4.972178635598464
2008-02-12,4.9809361857922285
2008-02-13,4.989794387454904
2008-02-14,4.998695055436352
2008-02-15,5.0075800045864325
2008-02-18,5.033558687547087
2008-02-19,5.041798909870313
2008-02-20,5.049732487611476
2008-02-21,5.057301235620435
2008-02-22,5.064446968747054
2008-02-25,5.082764227331472
2008-02-26,5.087636049427338
2008-02-27,5.091793930890163
2008-02-28,5.095179686569814
2008-02-29,5.097735131316149
2008-03-03,5.099887484503783
2008-03-04,5.098760905552004
2008-03-05,5.09681573427266
2008-03-06,5.094124400448393
2008-03-07,5.090759333861848
2008-03-10,5.0773460353549655
2008-03-11,5.072010335545733
2008-03-12,5.066363051887433
2008-03-13,5.060476614162713
2008-03-14,5.054423452154214
2008-03-17,5.035987918252472
2008-03-18,5.029992156935285
2008-03-19,5.024191820247535
2008-03-20,5.01865933797186
2008-03-21,5.013467139890908
2008-03-24,5.000656548642807
2008-03-25,4.997549785167167
2008-03-26,4.995145454799464
