Date,Open,Close,20SMA,5SMA,Lag1,Lag2,Lag3,Dollar,UMCSENT,UNRATE
2007-05-01,1482.3699951171875,1486.300048828125,1466.7280029296876,1490.4820068359375,1482.3699951171875,1494.0699462890625,1494.25,3.221250057220459,88.38789208722096,4.399676835498167
2007-05-02,1486.1300048828125,1495.9200439453125,1469.6355041503907,1490.5820068359376,1486.300048828125,1482.3699951171875,1494.0699462890625,3.2754170894622803,88.33111542792595,4.399809615235907
2007-05-03,1495.56005859375,1502.3900146484375,1472.7865051269532,1492.210009765625,1495.9200439453125,1486.300048828125,1482.3699951171875,3.335833072662353,88.25969448758366,4.400624012598382
2007-05-04,1502.3499755859375,1505.6199951171875,1475.8795043945313,1494.52001953125,1502.3900146484375,1495.9200439453125,1486.300048828125,3.345000028610229,88.1739564907049,4.402116713711288
2007-05-07,1505.5699462890625,1509.47998046875,1479.1230041503907,1499.9420166015625,1505.6199951171875,1502.3900146484375,1495.9200439453125,3.37833309173584,87.84367941812236,4.4103583575877146
2007-05-08,1509.3599853515625,1507.719970703125,1482.089501953125,1504.2260009765625,1509.47998046875,1505.6199951171875,1502.3900146484375,3.3204169273376465,87.71358041286054,4.414257124441212
2007-05-09,1507.3199462890625,1512.5799560546875,1485.775,1507.5579833984375,1507.719970703125,1509.47998046875,1505.6199951171875,3.365833044052124,87.57565194018888,4.418680186766449
2007-05-10,1512.3299560546875,1491.469970703125,1487.95849609375,1505.373974609375,1512.5799560546875,1507.719970703125,1509.47998046875,3.4674999713897705,87.43119831398161,4.423596656178055
2007-05-11,1491.469970703125,1505.8499755859375,1490.60849609375,1505.419970703125,1491.469970703125,1512.5799560546875,1507.719970703125,3.417917013168335,87.2815238481132,4.42897564429067
2007-05-14,1505.760009765625,1503.1500244140625,1492.3494995117187,1504.1539794921875,1505.8499755859375,1491.469970703125,1512.5799560546875,3.4870829582214355,86.81421855128409,4.447578836980911
2007-05-15,1503.1099853515625,1501.18994140625,1493.8349975585938,1502.8479736328125,1503.1500244140625,1505.8499755859375,1491.469970703125,3.3949999809265137,86.6567038655142,4.454499016043912
2007-05-16,1500.75,1514.1400146484375,1495.9169982910157,1503.1599853515625,1501.18994140625,1503.1500244140625,1505.8499755859375,3.3324999809265137,86.50048990945494,4.461727271881099
2007-05-17,1514.010009765625,1512.75,1498.017999267578,1507.4159912109376,1514.1400146484375,1501.18994140625,1503.1500244140625,3.3550000190734863,86.34688099698053,4.469232716107103
2007-05-18,1512.739990234375,1522.75,1499.9380004882812,1510.79599609375,1512.75,1514.1400146484375,1501.18994140625,3.376667022705078,86.19718144196524,4.476984460336563
2007-05-21,1522.75,1525.0999755859375,1502.1464965820312,1515.185986328125,1522.75,1512.75,1514.1400146484375,3.3483328819274902,85.7845820604182,4.5014086091920325
2007-05-22,1525.0999755859375,1524.1199951171875,1504.3319946289062,1519.7719970703124,1525.0999755859375,1522.75,1512.75,3.350832939147949,85.66356307398324,4.50983666958167
2007-05-23,1524.0899658203125,1522.280029296875,1505.6749938964845,1521.4,1524.1199951171875,1525.0999755859375,1522.75,3.363332986831665,85.55297501437916,4.51835658804794
2007-05-24,1522.0999755859375,1507.510009765625,1506.3379943847656,1520.352001953125,1522.280029296875,1524.1199951171875,1525.0999755859375,3.254167079925537,85.4541221954804,4.526937476205483
2007-05-25,1507.5,1515.72998046875,1507.42099609375,1518.947998046875,1507.510009765625,1522.280029296875,1524.1199951171875,3.191667079925537,85.36830893116124,4.535548445668927
2007-05-29,1515.550048828125,1518.1099853515625,1509.2079956054688,1517.55,1515.72998046875,1507.510009765625,1522.280029296875,3.227499961853028,85.1815376971676,4.569675368874447
2007-05-30,1517.5999755859375,1530.22998046875,1511.4044921875,1518.7719970703124,1518.1099853515625,1515.72998046875,1507.510009765625,3.1700000762939453,85.18048691386169,4.57797341908694
2007-05-31,1530.18994140625,1530.6199951171875,1513.1394897460937,1520.439990234375,1530.22998046875,1518.1099853515625,1515.72998046875,3.245832920074463,85.20030156838143,4.586116220293155
2007-06-01,1530.6199951171875,1536.3399658203125,1514.8369873046875,1526.2059814453125,1530.6199951171875,1530.22998046875,1518.1099853515625,3.3145830631256104,85.24228597460122,4.594072884107717
2007-06-04,1536.280029296875,1539.1800537109375,1516.514990234375,1530.89599609375,1536.3399658203125,1530.6199951171875,1530.22998046875,3.297916889190674,85.50945248578579,4.616565949274803
2007-06-05,1539.1199951171875,1530.949951171875,1517.5884887695313,1533.4639892578125,1539.1800537109375,1536.3399658203125,1530.6199951171875,3.3020830154418945,85.64242113161232,4.623568206786554
2007-06-06,1530.5699462890625,1517.3800048828125,1518.0714904785157,1530.893994140625,1530.949951171875,1539.1800537109375,1536.3399658203125,3.2520830631256104,85.79435859610686,4.630314526728078
2007-06-07,1517.3599853515625,1490.719970703125,1516.9784912109376,1522.9139892578125,1517.3800048828125,1530.949951171875,1539.1800537109375,3.165416955947876,85.9634343163824,4.636800169456475
2007-06-08,1490.7099609375,1507.6700439453125,1517.7884948730468,1517.1800048828125,1490.719970703125,1517.3800048828125,1530.949951171875,3.133749961853028,86.14781772955162,4.643020395328841
2007-06-11,1507.6400146484375,1509.1199951171875,1517.9519958496094,1511.1679931640624,1507.6700439453125,1490.719970703125,1517.3800048828125,3.2504169940948486,86.77450849755041,4.660041175380703
2007-06-12,1509.1199951171875,1493.0,1517.4444946289063,1503.5780029296875,1509.1199951171875,1507.6700439453125,1490.719970703125,3.174999952316284,87.00181705342322,4.665152337399902
2007-06-13,1492.6500244140625,1515.6700439453125,1518.1684997558593,1503.2360107421875,1493.0,1509.1199951171875,1507.6700439453125,3.2725000381469727,87.23528048775394,4.669974384348553
2007-06-14,1515.5799560546875,1522.969970703125,1518.6099975585937,1509.6860107421876,1515.6700439453125,1493.0,1509.1199951171875,3.3333330154418945,87.47306823765547,4.674502576583749
2007-06-15,1522.969970703125,1532.9100341796875,1519.6179992675782,1514.7340087890625,1522.969970703125,1515.6700439453125,1493.0,3.552500009536743,87.7133497402408,4.678732174462591
2007-06-18,1532.9000244140625,1531.050048828125,1520.0330017089843,1519.12001953125,1532.9100341796875,1522.969970703125,1515.6700439453125,3.5737500190734863,88.43085113522706,4.689582005531938
2007-06-19,1531.02001953125,1533.699951171875,1520.4630004882813,1527.260009765625,1531.050048828125,1532.9100341796875,1522.969970703125,3.5208330154418945,88.66280201967542,4.692569829556317
2007-06-20,1533.6800537109375,1512.8399658203125,1519.8989990234375,1526.693994140625,1533.699951171875,1531.050048828125,1532.9100341796875,3.546250104904175,88.88809384237177,4.695235361009822
2007-06-21,1512.5,1522.18994140625,1519.8944946289062,1526.53798828125,1512.8399658203125,1533.699951171875,1531.050048828125,3.539999961853028,89.1048960404288,4.69757386024955
2007-06-22,1522.18994140625,1502.56005859375,1519.6469970703124,1520.4679931640626,1522.18994140625,1512.8399658203125,1533.699951171875,3.643332958221436,89.31137805095949,4.699580587632598
2007-06-25,1502.56005859375,1497.739990234375,1518.7474975585938,1513.8059814453125,1502.56005859375,1522.18994140625,1512.8399658203125,3.56583309173584,89.85059732852136,4.703562742212622
2007-06-26,1497.6800537109375,1492.8900146484375,1517.4864990234375,1505.643994140625,1497.739990234375,1502.56005859375,1522.18994140625,3.479166984558105,89.99749296007477,4.704194985739911
2007-06-27,1492.6199951171875,1506.3399658203125,1516.2919982910157,1504.343994140625,1492.8900146484375,1497.739990234375,1502.56005859375,3.385416984558105,90.12491558966606,4.704471759196005
2007-06-28,1506.3199462890625,1505.7099609375,1515.0464965820313,1501.047998046875,1506.3399658203125,1492.8900146484375,1497.739990234375,3.577083110809326,90.23103465440794,4.704388322937995
2007-06-29,1505.699951171875,1503.3499755859375,1513.3969970703124,1501.2059814453125,1505.7099609375,1506.3399658203125,1492.8900146484375,3.5670828819274902,90.31401959141331,4.70393993732298
2007-07-02,1504.6600341796875,1519.4300537109375,1512.4094970703125,1505.543994140625,1503.3499755859375,1505.7099609375,1506.3399658203125,3.5516669750213623,90.405864007139,4.700357687906875
2007-07-03,1519.1199951171875,1524.8699951171875,1512.1054992675781,1511.939990234375,1519.4300537109375,1503.3499755859375,1505.7099609375,3.618750095367432,90.37818029141728,4.698404965324607
2007-07-05,1524.8599853515625,1525.4000244140625,1512.5065002441406,1515.752001953125,1524.8699951171875,1519.4300537109375,1503.3499755859375,3.625,90.23479207060043,4.6934423003689
2007-07-06,1524.9599609375,1530.43994140625,1514.492498779297,1520.697998046875,1525.4000244140625,1524.8699951171875,1519.4300537109375,3.6741669178009033,90.12250450905594,4.690489444839109
2007-07-09,1530.4300537109375,1531.8499755859375,1515.7014953613282,1526.397998046875,1530.43994140625,1525.4000244140625,1524.8699951171875,3.734582901000977,89.64390394880769,4.680087568010918
2007-07-10,1531.8499755859375,1510.1199951171875,1515.7514953613281,1524.535986328125,1531.8499755859375,1530.43994140625,1525.4000244140625,3.719583034515381,89.44285667266716,4.676201056202174
2007-07-11,1509.9300537109375,1518.760009765625,1517.0394958496095,1523.3139892578124,1510.1199951171875,1531.8499755859375,1530.43994140625,3.7208330631256095,89.22391861973804,4.672152543233889
2007-07-12,1518.739990234375,1547.699951171875,1518.6409912109375,1527.773974609375,1518.760009765625,1510.1199951171875,1531.8499755859375,3.7445828914642334,88.98880945076432,4.6679705942701375
2007-07-13,1547.6800537109375,1552.5,1520.1174926757812,1532.185986328125,1547.699951171875,1518.760009765625,1510.1199951171875,3.959583044052124,88.73924882649038,4.663683774474997
2007-07-16,1552.5,1549.52001953125,1520.9479919433593,1535.7199951171874,1552.5,1547.699951171875,1518.760009765625,3.941667079925537,87.92105482930775,4.650479741742023
2007-07-17,1549.52001953125,1549.3699951171875,1521.8639892578126,1543.5699951171875,1549.52001953125,1552.5,1547.699951171875,3.9920830726623535,87.63088499127369,4.646059090262108
2007-07-18,1549.199951171875,1546.1700439453125,1522.4874938964845,1549.052001953125,1549.3699951171875,1549.52001953125,1552.5,3.933749914169312,87.33486200166013,4.641676393771193
2007-07-19,1546.1300048828125,1553.0799560546875,1524.499493408203,1550.1280029296875,1546.1700439453125,1549.3699951171875,1549.52001953125,3.944166898727417,87.03470552121108,4.637360217433357
2007-07-20,1553.18994140625,1534.0999755859375,1525.0949951171874,1546.447998046875,1553.0799560546875,1546.1700439453125,1549.3699951171875,3.955832958221436,86.73213521067053,4.633139126412676
2007-07-23,1534.06005859375,1541.5699462890625,1527.0454895019532,1544.8579833984375,1534.0999755859375,1553.0799560546875,1546.1700439453125,3.859999895095825,85.82713790594251,4.621332016894348
2007-07-24,1541.5699462890625,1511.0400390625,1527.7104919433593,1537.1919921875,1541.5699462890625,1534.0999755859375,1553.0799560546875,3.7200000286102295,85.53210888247813,4.617776918783069
2007-07-25,1511.030029296875,1518.0899658203125,1528.9704895019531,1531.5759765625,1511.0400390625,1541.5699462890625,1534.0999755859375,3.762917041778565,85.24326433264298,4.614459731809336
2007-07-26,1518.0899658203125,1482.6600341796875,1527.7864929199218,1517.4919921875,1518.0899658203125,1511.0400390625,1541.5699462890625,3.6358330249786377,84.96232391718146,4.611409021137224
2007-07-27,1482.43994140625,1458.949951171875,1525.4484924316407,1502.4619873046875,1482.6600341796875,1518.0899658203125,1511.0400390625,3.539999961853028,84.69100729683748,4.608653351930812
2007-07-30,1458.9300537109375,1473.9100341796875,1523.976495361328,1488.9300048828125,1458.949951171875,1482.6600341796875,1518.0899658203125,3.487499952316284,83.95199681395307,4.602442244746555
2007-07-31,1473.9000244140625,1455.27001953125,1520.7684936523438,1477.7760009765625,1473.9100341796875,1458.949951171875,1482.6600341796875,3.641249895095825,83.73637198152122,4.601152393043721
2007-08-01,1455.1800537109375,1465.81005859375,1517.815496826172,1467.32001953125,1455.27001953125,1473.9100341796875,1458.949951171875,3.454166889190674,83.53896924792764,4.600300408626977
2007-08-02,1465.4599609375,1472.199951171875,1515.1554931640626,1465.2280029296876,1465.81005859375,1455.27001953125,1473.9100341796875,3.472917079925537,83.3615029843308,4.599914424434505
2007-08-03,1472.1800537109375,1433.06005859375,1510.2864990234375,1460.0500244140626,1472.199951171875,1465.81005859375,1455.27001953125,3.512500047683716,83.20487580088526,4.6000018117058366
2007-08-06,1433.0400390625,1467.6700439453125,1507.0775024414063,1458.8020263671874,1433.06005859375,1472.199951171875,1465.81005859375,3.368750095367432,82.85143746530525,4.602873769310917
2007-08-07,1467.6199951171875,1476.7099609375,1505.407000732422,1463.0900146484375,1467.6700439453125,1433.06005859375,1472.199951171875,3.382499933242798,82.76915953254887,4.6046197076369575
2007-08-08,1476.219970703125,1497.489990234375,1504.3434997558593,1469.4260009765626,1476.7099609375,1467.6700439453125,1433.06005859375,3.4741671085357666,82.70300924310332,4.606719299122161
2007-08-09,1497.2099609375,1453.0899658203125,1499.6130004882812,1465.60400390625,1497.489990234375,1476.7099609375,1467.6700439453125,3.4816670417785645,82.652002729224,4.609148149924724
2007-08-10,1453.0899658203125,1453.6400146484375,1494.6700012207032,1469.7199951171874,1453.0899658203125,1497.489990234375,1476.7099609375,3.331249952316284,82.61515612316634,4.611881866202841
2007-08-13,1453.4200439453125,1452.9200439453125,1489.8400024414063,1466.7699951171876,1453.6400146484375,1453.0899658203125,1497.489990234375,3.4583330154418945,82.57973707447738,4.621668269472469
2007-08-14,1452.8699951171875,1426.5400390625,1483.698504638672,1456.7360107421875,1452.9200439453125,1453.6400146484375,1453.0899658203125,3.437083005905152,82.58969142226047,4.625377509234753
2007-08-15,1426.1500244140625,1406.699951171875,1476.725,1438.5780029296875,1426.5400390625,1452.9200439453125,1453.6400146484375,3.2579169273376465,82.60888633914229,4.629269645263569
2007-08-16,1406.6400146484375,1411.27001953125,1469.634503173828,1430.214013671875,1406.699951171875,1426.5400390625,1452.9200439453125,3.166666984558105,82.63633795737825,4.633320283717106
2007-08-17,1411.260009765625,1445.93994140625,1465.2265014648438,1428.6739990234375,1411.27001953125,1406.699951171875,1426.5400390625,3.541666984558105,82.67106240922372,4.637505030753562
2007-08-20,1445.93994140625,1445.550048828125,1460.4255065917969,1427.2,1445.93994140625,1411.27001953125,1406.699951171875,3.322499990463257,82.80903408897164,4.650619984942396
2007-08-21,1445.550048828125,1447.1199951171875,1457.2295043945312,1431.3159912109375,1445.550048828125,1445.93994140625,1411.27001953125,3.334583044052124,82.86301119780948,4.655097227892479
2007-08-22,1447.030029296875,1464.0699462890625,1454.5285034179688,1442.789990234375,1447.1199951171875,1445.550048828125,1445.93994140625,3.420833110809326,82.91934180153393,4.659586610216457
2007-08-23,1464.050048828125,1462.5,1453.5205017089843,1453.035986328125,1464.0699462890625,1447.1199951171875,1445.550048828125,3.444582939147949,82.97704203240039,4.664063738072522
2007-08-24,1462.3399658203125,1479.3699951171875,1454.54150390625,1459.7219970703125,1462.5,1464.0699462890625,1447.1199951171875,3.369999885559082,83.03512802266434,4.668504217618871
2007-08-27,1479.3599853515625,1466.7900390625,1454.1855041503907,1463.9699951171874,1479.3699951171875,1462.5,1464.0699462890625,3.447082996368408,83.20186187239493,4.681361827981569
2007-08-28,1466.719970703125,1432.3599853515625,1453.0400024414062,1461.0179931640625,1466.7900390625,1479.3699951171875,1462.5,3.363332986831665,83.25165222280278,4.685411775871002
2007-08-29,1432.010009765625,1463.760009765625,1452.9375,1460.956005859375,1432.3599853515625,1466.7900390625,1479.3699951171875,3.342082977294922,83.29690899388514,4.689303106241696
2007-08-30,1463.6700439453125,1457.6400146484375,1452.2095031738281,1459.9840087890625,1463.760009765625,1432.3599853515625,1466.7900390625,3.433332920074463,83.33664831789743,4.693011425251843
2007-08-31,1457.6099853515625,1473.989990234375,1454.2559997558594,1458.9080078125,1457.6400146484375,1463.760009765625,1432.3599853515625,3.563333034515381,83.36988632709507,4.696512339059637
2007-09-04,1473.9599609375,1489.4200439453125,1455.3434997558593,1463.4340087890625,1473.989990234375,1457.6400146484375,1463.760009765625,3.640417098999024,83.42241348352208,4.708078023807992
2007-09-05,1488.760009765625,1472.2900390625,1455.1225036621095,1471.42001953125,1489.4200439453125,1473.989990234375,1457.6400146484375,3.696666955947876,83.41481334526043,4.710351144759347
2007-09-06,1472.030029296875,1478.550048828125,1454.1755065917969,1474.37802734375,1472.2900390625,1489.4200439453125,1473.989990234375,3.69208288192749,83.39927435298438,4.712386672285135
2007-09-07,1478.550048828125,1453.550048828125,1454.1985107421874,1473.5600341796876,1478.550048828125,1472.2900390625,1489.4200439453125,3.565417051315308,83.37599085005505,4.714189771209793
2007-09-10,1453.5,1451.699951171875,1454.1015075683595,1469.1020263671876,1453.550048828125,1478.550048828125,1472.2900390625,3.641249895095825,83.2616167109586,4.718256144621409
2007-09-11,1451.68994140625,1471.489990234375,1455.0300048828126,1465.516015625,1451.699951171875,1453.550048828125,1478.550048828125,3.5625,83.20929859902736,4.719181177385964
